Identifiant;Enseigne;Adresse;Etat;ACTIVITE;Activité regroupée CCI;commerce zéro déchet;Secteur;ZFU;Quartier Politique de la ville;A vendre, A louer;geo_shape;geo_point_2d;latitude;longitude
682;PANCOOK;3 PLACE DE LA GARE;OUV;RT;6;O;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164099001346721, 50.695144770505195]}";50.6951447705,3.16409900135;50.6951447705;3.16409900135
769;SIMEIS DELICES;38 RUE DES FABRICANT;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.171479526560052, 50.69026648665019]}";50.6902664867,3.17147952656;50.6902664867;3.17147952656
714;;31B GRANDE RUE;DISPO;EQUIPEMENT DE LA PERSONNE;;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177286520645966, 50.692309429231265]}";50.6923094292,3.17728652065;50.6923094292;3.17728652065
700;;304 RUE DE LANNOY;DISPO;ALIMENTAIRE;;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.189856349838858, 50.684392648660136]}";50.6843926487,3.18985634984;50.6843926487;3.18985634984
771;AU CORDON BLEU - CHEZ AMARI;39 AVENUE DE VERDUN;OUV;BC;1;;EST;;O;;"{""type"": ""Point"", ""coordinates"": [3.19975895669065, 50.68619401623416]}";50.6861940162,3.19975895669;50.6861940162;3.19975895669
752;HOTEL KYRIAD;36 RUE COMMUNAUTE URBAINE;OUV;HO;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172107406042943, 50.69385586517455]}";50.6938558652,3.17210740604;50.6938558652;3.17210740604
751;PALESTINIAN;36 GRANDE RUE;OUV;RT;6;;CENTRE;O;N;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.176875213676709, 50.69214622613849]}";50.6921462261,3.17687521368;50.6921462261;3.17687521368
725;BOULANGERIE HERVET;324 AVENUE GUSTAVE DELORY;OUV;BO;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.186188156379107, 50.66994784158627]}";50.6699478416,3.18618815638;50.6699478416;3.18618815638
764;LE BAZAR DE ROUBAIX;37 RUE PIERRE MOTTE;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177217725927977, 50.69096521261641]}";50.6909652126,3.17721772593;50.6909652126;3.17721772593
762;LE GRENIER  DU CHT'I;37 RUE CHARLES GOUNOD;OUV;MD;3;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.155595660939887, 50.697784356293496]}";50.6977843563,3.15559566094;50.6977843563;3.15559566094
747;NIGHT SHOP;35 RUE DU VIEIL ABREUVOIR;OUV;SERVICES A LA PERSONNE;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173047915794766, 50.69265121108288]}";50.6926512111,3.17304791579;50.6926512111;3.17304791579
685;LA PAPILLOTTE;3 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16313198093698, 50.69198191109584]}";50.6919819111,3.16313198094;50.6919819111;3.16313198094
716;T P A C E PIECES AUTO;32 BOULEVARD MONTESQUIEU;OUV;GA;7;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.162130334390819, 50.68441869914886]}";50.6844186991,3.16213033439;50.6844186991;3.16213033439
693;CIC;30 PLACE DE LA LIBERTE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178930413790399, 50.691456729238425]}";50.6914567292,3.17893041379;50.6914567292;3.17893041379
806;BOULANGERIE EL TAOUS;43 RUE DE MOUVAUX;OUV;BO;1;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.15833281336063, 50.693834967881706]}";50.6938349679,3.15833281336;50.6938349679;3.15833281336
893;TAM SNACK;44 RUE DE L ALMA;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164275694351503, 50.69576533394479]}";50.6957653339,3.16427569435;50.6957653339;3.16427569435
898;PHONE SERVICE;45 AVENUE DE VERDUN;OUV;SERVICES A LA PERSONNE;5;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.1998699917250732, 50.686058480875396]}";50.6860584809,3.19986999173;50.6860584809;3.19986999173
892;WEVISTA;44 RUE AVELGHEM;OUV;AUTRES TYPE DE SERVICES;7;;NORD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.194915931427647, 50.69451894678237]}";50.6945189468,3.19491593143;50.6945189468;3.19491593143
894;BARBER SHOP;44 RUE DE LA VIGNE;OUV;CF;5;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.181434669869067, 50.70012953243349]}";50.7001295324,3.18143466987;50.7001295324;3.18143466987
875;SANDRO;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181020594210645, 50.69016708903779]}";50.690167089,3.18102059421;50.690167089;3.18102059421
799;GENERALI ASSURANCE;42 RUE DU MARECHAL FOCH;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173641513512317, 50.68961591794308]}";50.6896159179,3.17364151351;50.6896159179;3.17364151351
830;COMPLICES;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.18119313484062, 50.690037907627605]}";50.6900379076,3.18119313484;50.6900379076;3.18119313484
900;APRIL;45 BOULEVARD GAMBETTA;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1809662979480002, 50.69192367593257]}";50.6919236759,3.18096629795;50.6919236759;3.18096629795
845;HONEY AND PIE;44 MAIL LANNOY;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180209245361727, 50.68991144967625]}";50.6899114497,3.18020924536;50.6899114497;3.18020924536
822;BERENICE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180224373437934, 50.690351026180196]}";50.6903510262,3.18022437344;50.6903510262;3.18022437344
834;DESIGUAL;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.182224294038698, 50.68882408903704]}";50.688824089,3.18222429404;50.688824089;3.18222429404
853;LA MAISON DU CUIR;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180968656993675, 50.68972628915851]}";50.6897262892,3.18096865699;50.6897262892;3.18096865699
823;BEST MOUNTAIN;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181440966252199, 50.689427771314286]}";50.6894277713,3.18144096625;50.6894277713;3.18144096625
820;AUBADE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180245087678248, 50.690259562085544]}";50.6902595621,3.18024508768;50.6902595621;3.18024508768
847;IZAC;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181560175522419, 50.689346286124106]}";50.6893462861,3.18156017552;50.6893462861;3.18156017552
840;GEOX;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.182074659968576, 50.689252877192374]}";50.6892528772,3.18207465997;50.6892528772;3.18207465997
818;ADIDAS;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.1825624563343, 50.68888691294862]}";50.6888869129,3.18256245633;50.6888869129;3.18256245633
856;LE COQ SPORTIF;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181811143228241, 50.689131643450345]}";50.6891316435,3.18181114323;50.6891316435;3.18181114323
843;HARDRIGE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.180123382385939, 50.69075336723593]}";50.6907533672,3.18012338239;50.6907533672;3.18012338239
854;LACOSTE;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181158626074196, 50.68961061444287]}";50.6896106144,3.18115862607;50.6896106144;3.18115862607
883;THE BODY SHOP;44 MAIL LANNOY;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.1811805854329522, 50.68997431158824]}";50.6899743116,3.18118058543;50.6899743116;3.18118058543
861;L'OREAL;44 MAIL LANNOY;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.18005122909131, 50.69079510266718]}";50.6907951027,3.18005122909;50.6907951027;3.18005122909
838;GAASTRA;44 MAIL LANNOY;OUV;EQUIPEMENT DE LA PERSONNE;2;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.181770535167505, 50.68916922036619]}";50.6891692204,3.18177053517;50.6891692204;3.18177053517
1000;AUTO ECOLE FAT;57 RUE INGRES;OUV;AU;7;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.179359854194725, 50.6787154741754]}";50.6787154742,3.17935985419;50.6787154742;3.17935985419
917;DELAHAYE RESTAURATION;48 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162295893817018, 50.69081490380705]}";50.6908149038,3.16229589382;50.6908149038;3.16229589382
966;;52 RUE NAIN;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.169619422094501, 50.693842433432735]}";50.6938424334,3.16961942209;50.6938424334;3.16961942209
977;EUROFRITE;54 BOULEVARD DE MULHOUSE;OUV;RR;6;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.197093197236679, 50.686902609114185]}";50.6869026091,3.19709319724;50.6869026091;3.19709319724
980;GARAGE DE LA FRATERNITE;54 RUE ACHILLE SCREPEL;OUV;AUTRES TYPE DE SERVICES;7;;EST;O;N;;"{""type"": ""Point"", ""coordinates"": [3.190922822576519, 50.6808347055849]}";50.6808347056,3.19092282258;50.6808347056;3.19092282258
1009;;59 RUE DAUBENTON;DISPO;;8;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177584299458124, 50.70080834869325]}";50.7008083487,3.17758429946;50.7008083487;3.17758429946
958;PHARMACIE DU HUTIN;52 RUE DE CONSTANTINE;OUV;PH;5;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.185871423337562, 50.70447690909473]}";50.7044769091,3.18587142334;50.7044769091;3.18587142334
972;SALON DE THE ANADOLU;53 RUE DAUBENTON;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177425768839695, 50.700732739056974]}";50.7007327391,3.17742576884;50.7007327391;3.17742576884
942;MACIF;50 GRANDE RUE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177573757711181, 50.69225610964823]}";50.6922561096,3.17757375771;50.6922561096;3.17757375771
1018;POINT PHONE;6 PLACE DE LA LIBERTE;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178181154696504, 50.69217456686406]}";50.6921745669,3.1781811547;50.6921745669;3.1781811547
961;;52 RUE DE LA ROCHEFOUCAULD;DISPO;;8;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.179490987442438, 50.678843782722275]}";50.6788437827,3.17949098744;50.6788437827;3.17949098744
955;ALIMENTATION GENERALE;51B RUE JEAN MACE;OUV;ALIMENTAIRE;1;;SUD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.188255235014979, 50.67515696570644]}";50.6751569657,3.18825523501;50.6751569657;3.18825523501
905;LE DELICE D'ORIENT;46 RUE DE L EPEULE;OUV;BO;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.162367433083998, 50.690901421054946]}";50.6909014211,3.16236743308;50.6909014211;3.16236743308
933;L'INSTANT DE BEAUTE;5 GRANDE RUE;OUV;PB;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.175471329820659, 50.69201447898532]}";50.692014479,3.17547132982;50.692014479;3.17547132982
950;FEDDAL MACHINES;51 RUE DE L ALOUETTE;OUV;EQUIPEMENT DE LA MAISON;3;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163886945281184, 50.693983307267686]}";50.6939833073,3.16388694528;50.6939833073;3.16388694528
929;;5 AVENUE JEAN BAPTISTE LEBAS;PROJ;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.172244264882084, 50.69186925844831]}";50.6918692584,3.17224426488;50.6918692584;3.17224426488
963;AU BON COIN;52 RUE DE WASQUEHAL;OUV;ALIMENTAIRE;1;;OUEST;N;N;;"{""type"": ""Point"", ""coordinates"": [3.155852218416542, 50.68715476024559]}";50.6871547602,3.15585221842;50.6871547602;3.15585221842
936;AUX COIN SUSHI;5 RUE DE L EPEULE;OUV;RR;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.163123823178665, 50.69192996696918]}";50.691929967,3.16312382318;50.691929967;3.16312382318
944;SHEMSY;50 RUE DU VIEIL ABREUVOIR;OUV;SERVICES A LA PERSONNE;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17385801725559, 50.69294092809877]}";50.6929409281,3.17385801726;50.6929409281;3.17385801726
928;RACHAT D'OR;4B PLACE DE LA LIBERTE;OUV;AUTRES TYPE DE SERVICES;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178152353642359, 50.692208317137386]}";50.6922083171,3.17815235364;50.6922083171;3.17815235364
989;TAMAZIGHT JAB;55 RUE DAUBENTON;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.177487524579639, 50.70076229004267]}";50.70076229,3.17748752458;50.70076229;3.17748752458
1079;GARDEN FOOD;7 PARVIS SAINT JEAN BAPTISTE;OUV;RR;6;O;SUD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.179304303748248, 50.679822566016526]}";50.679822566,3.17930430375;50.679822566;3.17930430375
1091;;71 BOULEVARD GAMBETTA;PROJ;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182041462319217, 50.69217421518252]}";50.6921742152,3.18204146232;50.6921742152;3.18204146232
1125;PERMIS PAS CHER;7B BOULEVARD DU GENERAL LECLERC;OUV;AU;7;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.175040049753931, 50.68808934673549]}";50.6880893467,3.17504004975;50.6880893467;3.17504004975
1046;SPEED PNEUS PIECES;64/66 RUE DU GRAND CHEMIN;OUV;GA;7;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.165638586873789, 50.69187415102576]}";50.691874151,3.16563858687;50.691874151;3.16563858687
1093;LE FOURNIL DES ARTS;72 RUE DE L EPEULE;OUV;BO;1;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161549929190696, 50.69024610753508]}";50.6902461075,3.16154992919;50.6902461075;3.16154992919
1035;CAFE DE LA BOURSE;61 RUE PIERRE DE ROUBAIX;OUV;DB;6;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186689763052387, 50.69051760964694]}";50.6905176096,3.18668976305;50.6905176096;3.18668976305
1127;PHARMACIE NEYRINCK;8 PLACE CARNOT;OUV;PH;5;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.195383961850219, 50.6887106006009]}";50.6887106006,3.19538396185;50.6887106006;3.19538396185
1118;MONSIEUR M ACADEMY;79 AVENUE JEAN BAPTISTE LEBAS;OUV;AUTRES TYPE DE SERVICES;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.16865294182056, 50.69334872400145]}";50.693348724,3.16865294182;50.693348724;3.16865294182
1055;LE BARBECUE;66 AVENUE DE LA FOSSE AUX CHENES;OUV;RR;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.174394149256551, 50.69815019255148]}";50.6981501926,3.17439414926;50.6981501926;3.17439414926
1083;EKO MEUBLE;7 RUE DE LA VIGNE;OUV;;3;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.18039322035866, 50.6999462889842]}";50.699946289,3.18039322036;50.699946289;3.18039322036
1045;4 SAISONS SALON DE THE;64 RUE HENRI CARETTE;OUV;CAFE HOTEL RESTAURANT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1708907622334372, 50.69899852154108]}";50.6989985215,3.17089076223;50.6989985215;3.17089076223
1041;ERIC COIFFURE UNIVERSELLE;63 RUE DU VIEIL ABREUVOIR;OUV;CF;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17371585031611, 50.69299276754064]}";50.6929927675,3.17371585032;50.6929927675;3.17371585032
1073;AMIR COIFFURE;67 RUE JULES GUESDE;OUV;CF;5;;SUD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.181118637045786, 50.68282756323646]}";50.6828275632,3.18111863705;50.6828275632;3.18111863705
1101;BOUCHERIE MOLATI;75 AVENUE CHARLES FOURIER;OUV;Boucherie;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.183732874598183, 50.6718946493769]}";50.6718946494,3.1837328746;50.6718946494;3.1837328746
1038;L'ALTESSE;65 RUE DE L ALMA;OUV;RT;6;;NORD;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166246887533667, 50.697467369168045]}";50.6974673692,3.16624688753;50.6974673692;3.16624688753
1063;NAUVITA;67 RUE DE L EPEULE;OUV;EQUIPEMENT DE LA PERSONNE;2;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161669293964926, 50.6901816605702]}";50.6901816606,3.16166929396;50.6901816606;3.16166929396
1104;CAFE DE LA MACKELLERIE;75 RUE DE LA MACKELLERIE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.153188675983473, 50.69251397531664]}";50.6925139753,3.15318867598;50.6925139753;3.15318867598
1029;COIFF MOD;600 RUE DE LANNOY;OUV;SERVICES A LA PERSONNE;5;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.200397786105095, 50.676582473188006]}";50.6765824732,3.20039778611;50.6765824732;3.20039778611
1113;SANDWICHERIE DU CARPEAUX;77 RUE CARPEAUX;OUV;BO;1;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.182950532525624, 50.67531837922465]}";50.6753183792,3.18295053253;50.6753183792;3.18295053253
1043;SASU HORIZON;64 RUE DE L EPEULE;OUV;CF;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.1619549458261282, 50.6904997046423]}";50.6904997046,3.16195494583;50.6904997046;3.16195494583
1051;ROUBAITEL;65 RUE DE L EPEULE;OUV;SERVICES A LA PERSONNE;5;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161889303969461, 50.69029010295023]}";50.690290103,3.16188930397;50.690290103;3.16188930397
1174;EPICERIE DE BELFORT;86 BOULEVARD DE BELFORT;OUV;AU_INF;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186882544017759, 50.69039309660827]}";50.6903930966,3.18688254402;50.6903930966;3.18688254402
1155;BIZIM MARKET;82 BOULEVARD DE METZ;OUV;ALIMENTAIRE;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.18161223047622, 50.70341392184683]}";50.7034139218,3.18161223048;50.7034139218;3.18161223048
1201;;90 RUE DE L EPEULE;DISPO;;8;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161019491319732, 50.6899288750826]}";50.6899288751,3.16101949132;50.6899288751;3.16101949132
1153;EVOLETIK;81/ 83 /85 AVENUE JEAN BAPTISTE LEBAS;OUV;EQUIPEMENT DE LA PERSONNE;2;N;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.168578382548513, 50.69337966792405]}";50.6933796679,3.16857838255;50.6933796679;3.16857838255
1165;LE CORTO MALTESE;84 RUE DE L EPEULE;OUV;DB;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161291653588605, 50.690092638345064]}";50.6900926383,3.16129165359;50.6900926383;3.16129165359
1194;CHICHA STORE;9 PLACE DU GENERAL FAIDHERBE;OUV;AU;7;;EST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.188624204520562, 50.69142238438097]}";50.6914223844,3.18862420452;50.6914223844;3.18862420452
1199;AUTO SECURITE;90 RUE SAINT JEAN;OUV;AUTRES TYPE DE SERVICES;7;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.180537529830696, 50.687480527130816]}";50.6874805271,3.18053752983;50.6874805271;3.18053752983
1227;YANIS BOULANGERIE;98 RUE DE LANNOY;OUV;BO;1;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182725588907977, 50.688454438421275]}";50.6884544384,3.18272558891;50.6884544384;3.18272558891
1240;;3 RUE DU CHEMIN DE FER;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.166785373529249, 50.69408657789675]}";50.6940865779,3.16678537353;50.6940865779;3.16678537353
1192;;21B GRANDE RUE;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.175824718393203, 50.69213852482449]}";50.6921385248,3.17582471839;50.6921385248;3.17582471839
1280;CASH WEB;12 PLACE DE LA LIBERTE;OUV;;4;O;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.178310603407269, 50.6920405287522]}";50.6920405288,3.17831060341;50.6920405288;3.17831060341
1231;LE BO JARDIN;AVENUE LE NOTRE;OUV;CAFE HOTEL RESTAURANT;6;;CENTRE;N;N;;"{""type"": ""Point"", ""coordinates"": [3.157734845993914, 50.67187117162941]}";50.6718711716,3.15773484599;50.6718711716;3.15773484599
1196;MADO COIFFURE;9 RUE DE LILLE;OUV;CF;5;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.173665481356417, 50.687518650741644]}";50.6875186507,3.17366548136;50.6875186507;3.17366548136
1204;STREET COFFEE;91 RUE DE L EPEULE;OUV;CAFE HOTEL RESTAURANT;6;;OUEST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.161017451947792, 50.68978336641667]}";50.6897833664,3.16101745195;50.6897833664;3.16101745195
1206;;91 RUE DE MOUVAUX;DISPO;;8;;OUEST;N;O;;"{""type"": ""Point"", ""coordinates"": [3.15603344804661, 50.69455333334139]}";50.6945533333,3.15603344805;50.6945533333;3.15603344805
1333;PIZZA PIZZ;57 RUE DU GENERAL SARRAIL;OUV;RR;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.17002198172424, 50.69135936912456]}";50.6913593691,3.17002198172;50.6913593691;3.17002198172
1305;DANIEL ESSA;107 AVENUE JEAN BAPTISTE LEBAS;OUV;;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.167219553806706, 50.693932621637835]}";50.6939326216,3.16721955381;50.6939326216;3.16721955381
8802;LE MONDE DE TOUDRA;57 RUE PIERRE DE ROUBAIX;OUV;AU;5;;EST;O;O;;"{""type"": ""Point"", ""coordinates"": [3.186552423888756, 50.69064856292986]}";50.6906485629,3.18655242389;50.6906485629;3.18655242389
12802;CHEZ AMA;43 RUE DELESPAUL;OUV;;1;;NORD;N;O;;"{""type"": ""Point"", ""coordinates"": [3.187696591650798, 50.702187084842265]}";50.7021870848,3.18769659165;50.7021870848;3.18769659165
20002;PARIS STORE;57 GRANDE RUE;OUV;AU_SUP;1;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.178942908215817, 50.69256919903097]}";50.692569199,3.17894290822;50.692569199;3.17894290822
8804;FLAM'S;37 BOULEVARD DU GENERAL LECLERC;OUV;RT;6;;CENTRE;O;N;;"{""type"": ""Point"", ""coordinates"": [3.177361933619159, 50.69019674962071]}";50.6901967496,3.17736193362;50.6901967496;3.17736193362
1307;L'ETOILE SYRIENNE;126 AVENUE JEAN BAPTISTE LEBAS;OUV;RT;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.164581559917635, 50.6952645852462]}";50.6952645852,3.16458155992;50.6952645852;3.16458155992
1317;;7 CONTOUR SAINT MARTIN;DISPO;;8;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.173727221776634, 50.692161250537325]}";50.6921612505,3.17372722178;50.6921612505;3.17372722178
6439;LA FRINGALE;228 AVENUE ALFRED MOTTE;OUV;RR;6;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197779867461938, 50.67473722747376]}";50.6747372275,3.19777986746;50.6747372275;3.19777986746
6825;PROMOD;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197220088328063, 50.67450176918095]}";50.6745017692,3.19722008833;50.6745017692;3.19722008833
4820;BOUYGUES TELECOM;21 BIS GRAND RUE;OUV;TEL;5;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.175646253641631, 50.6928540319817]}";50.692854032,3.17564625364;50.692854032;3.17564625364
6824;JENNYFER;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197091468422309, 50.67459918411434]}";50.6745991841,3.19709146842;50.6745991841;3.19709146842
1296;;77 AVENUE JEAN BAPTISTE LEBAS;PROJ;;8;;CENTRE;O;O;Ouvert à la location_Ouvert à la vente;"{""type"": ""Point"", ""coordinates"": [3.168742560289934, 50.69331007200017]}";50.693310072,3.16874256029;50.693310072;3.16874256029
6831;GRAIN DE MALICE;228 AVENUE ALFRED MOTTE;OUV;VET;2;;SUD;N;N;;"{""type"": ""Point"", ""coordinates"": [3.197007158507947, 50.67464789182668]}";50.6746478918,3.19700715851;50.6746478918;3.19700715851
4409;VISION PLUS;21 BIS GRAND RUE;OUV;;2;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.176446553691504, 50.6928128947592]}";50.6928128948,3.17644655369;50.6928128948;3.17644655369
1316;;5B CONTOUR SAINT MARTIN;DISPO;;8;;CENTRE;O;O;Ouvert à la location;"{""type"": ""Point"", ""coordinates"": [3.173755438295415, 50.69211450936151]}";50.6921145094,3.1737554383;50.6921145094;3.1737554383
20408;FLASH BURGER;81 BOULEVARD GAMBETTA;OUV;;6;;CENTRE;O;O;;"{""type"": ""Point"", ""coordinates"": [3.182392297647356, 50.69223933408742]}";50.6922393341,3.18239229765;50.6922393341;3.18239229765
30408;CHEZ AMOR;2 RUE JEAN GOUJON;OUV;CF;5;;SUD;;;;"{""type"": ""Point"", ""coordinates"": [3.179356249780139, 50.6799650379071]}";50.6799650379,3.17935624978;50.6799650379;3.17935624978
